"data_as_of","start_week","end_week","state","sex","age_group_new","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_or_covid","footnote"
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","30-49 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","50-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","55-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","75-84 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","District of Columbia","Unknown","85 years and over","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","All Sexes","All Ages","21150","246035","25142","12070","484","34673",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","All Ages","11989","131785","14356","7119","248","19459",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","Under 1 year","0","660",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","0-17 years",,"1244","20",,,"27","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","1-4 years","0","140",,"0",,"11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","5-14 years",,"225",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","15-24 years","23","1685","32",,,"50","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","18-29 years","49","3052","76","23",,"107","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","25-34 years","73","3531","118","40",,"157","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","30-49 years","501","9764","550","282","29","797",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","35-44 years","226","4683","246","120","10","362",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","45-54 years","579","7953","631","327","30","911",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","50-64 years","1906","23637","2223","1114","60","3073",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","55-64 years","1557","18820","1824","924","44","2501",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","65-74 years","2854","28176","3461","1748","54","4617",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","75-84 years","3697","34014","4360","2229","60","5884",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Male","85 years and over","2979","31898","3666","1722","34","4954",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","All Ages","9161","114234","10786","4951","236","15214",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","Under 1 year","0","550",,"0",,"11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","0-17 years",,"884","19",,,"29","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","1-4 years","0","103",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","5-14 years",,"134",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","15-24 years","14","601","16",,,"25","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","18-29 years","25","1143","49","12",,"63","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","25-34 years","50","1539","86","30",,"112","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","30-49 years","271","5378","379","156","31","525",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","35-44 years","120","2593","174","63","13","244",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","45-54 years","288","4750","392","162","21","538",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","50-64 years","1007","14411","1392","565","43","1874",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","55-64 years","833","11546","1155","473","34","1547",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","65-74 years","1736","19395","2158","1007","52","2937",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","75-84 years","2648","28495","3062","1491","51","4267",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Female","85 years and over","3468","44528","3727","1718","51","5519",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","All Ages","0","16","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","Under 1 year","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","0-17 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","1-4 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","5-14 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","15-24 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","18-29 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","25-34 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","30-49 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","50-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","55-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","75-84 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Florida","Unknown","85 years and over","0","16","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","All Sexes","All Ages","9440","100303","9036","4642","198","14027",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","All Ages","5021","51843","4920","2570","97","7464",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","Under 1 year",,"352",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","0-17 years",,"680",,"0",,"17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","1-4 years",,"74","0","0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","5-14 years",,"138",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","15-24 years","13","871","15",,,"27","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","18-29 years","21","1495","32",,,"52","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","25-34 years","44","1599","38","12",,"73","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","30-49 years","276","4606","237","122","14","403",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","35-44 years","116","2137","104","49",,"179","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","45-54 years","331","3968","298","169",,"469","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","50-64 years","982","11360","942","479","21","1466",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","55-64 years","777","9002","757","374","16","1176",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","65-74 years","1371","12369","1330","724","25","2001",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","75-84 years","1464","12443","1481","806","17","2155",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Male","85 years and over","900","8890","890","433","13","1370",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","All Ages","4419","48460","4116","2072","101","6563",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","Under 1 year","0","291","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","0-17 years",,"501",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","1-4 years","0","68","0","0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","5-14 years",,"91",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","15-24 years","12","299","12",,,"20","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","18-29 years","25","527","22","12",,"36","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","25-34 years","43","671","36","18",,"63","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","30-49 years","202","2776","201","84","13","332",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","35-44 years","83","1275","87","33",,"143","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","45-54 years","205","2700","222","104","10","333",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","50-64 years","670","7621","704","341","29","1062",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","55-64 years","554","6030","571","277","24","872",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","65-74 years","992","9546","923","478","25","1462",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","75-84 years","1206","12173","1121","597","21","1751",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Female","85 years and over","1322","15316","1141","560","10","1912",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","All Ages","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","Under 1 year","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","0-17 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","1-4 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","5-14 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","15-24 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","18-29 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","25-34 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","30-49 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","50-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","55-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","75-84 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Georgia","Unknown","85 years and over","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","All Sexes","All Ages","352","12220","822","170","26","1030",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","All Ages","224","6591","485","110","16","615",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","Under 1 year","0","36",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","0-17 years","0","60",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","5-14 years","0","13",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","15-24 years",,"68",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","18-29 years",,"106",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","25-34 years",,"128",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","30-49 years","10","486","17",,"0","24","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","35-44 years",,"236",,,"0","13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","45-54 years","17","423","19",,"0","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","50-64 years","50","1189","64","24",,"92","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","55-64 years","36","934","51","19",,"70","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","65-74 years","61","1498","104","33",,"135","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","75-84 years","53","1495","126","27",,"158","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Male","85 years and over","47","1757","165","22",,"194","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","All Ages","128","5628","337","60","10","415",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","Under 1 year","0","40",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","0-17 years","0","52",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","1-4 years","0",,,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","5-14 years","0",,,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","15-24 years","0","25","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","18-29 years",,"50",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","25-34 years",,"60",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","30-49 years",,"219",,,"0","11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","35-44 years",,"97",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","45-54 years",,"221","10",,"0","12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","50-64 years","20","646","45","10",,"57","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","55-64 years","19","514","37",,,"49","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","65-74 years","21","882","58","11",,"72","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","75-84 years","26","1118","56","12",,"71","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Female","85 years and over","54","2661","165","24",,"198","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","All Ages","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","Under 1 year","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","1-4 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","5-14 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","15-24 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","18-29 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","25-34 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","30-49 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","50-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","55-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Hawaii","Unknown","75-84 years","0","0","0","0","0","0",
